Вид массива;Метод сортировки;Размер массива;Кол-во операций
обычный 0-5;пузырек(обычный);50;10021
обычный 0-5;пузырек(айверсон-1);50;11148
обычный 0-5;пузырек(айверсон-2);50;5976
обычный 0-5;сортировка выбором;50;3970
обычный 0-5;сортировка простыми вставками;50;2907
обычный 0-5;сортировка бинарными вставками;50;3506
обычный 0-5;сортировка подсчетом;50;23436
обычный 0-5;цифровая сортировка;50;2199
обычный 0-5;сортировка слиянием;50;4649
обычный 0-5;быстрая сортировка;50;1623
обычный 0-5;пирамидальная сортировка;50;3056
обычный 0-5;сортировка Шелла(посл.Шелла);50;1653
обычный 0-5;пузырек(обычный);100;40050
обычный 0-5;пузырек(айверсон-1);100;43922
обычный 0-5;пузырек(айверсон-2);100;22662
обычный 0-5;сортировка выбором;100;15150
обычный 0-5;сортировка простыми вставками;100;9867
обычный 0-5;сортировка бинарными вставками;100;11193
обычный 0-5;сортировка подсчетом;100;23820
обычный 0-5;цифровая сортировка;100;3159
обычный 0-5;сортировка слиянием;100;10563
обычный 0-5;быстрая сортировка;100;3575
обычный 0-5;пирамидальная сортировка;100;7412
обычный 0-5;сортировка Шелла(посл.Шелла);100;3585
обычный 0-5;пузырек(обычный);150;90204
обычный 0-5;пузырек(айверсон-1);150;98673
обычный 0-5;пузырек(айверсон-2);150;53519
обычный 0-5;сортировка выбором;150;33523
обычный 0-5;сортировка простыми вставками;150;21455
обычный 0-5;сортировка бинарными вставками;150;23568
обычный 0-5;сортировка подсчетом;150;24204
обычный 0-5;цифровая сортировка;150;4119
обычный 0-5;сортировка слиянием;150;16950
обычный 0-5;быстрая сортировка;150;7352
обычный 0-5;пирамидальная сортировка;150;12356
обычный 0-5;сортировка Шелла(посл.Шелла);150;5634
обычный 0-5;пузырек(обычный);200;160428
обычный 0-5;пузырек(айверсон-1);200;175233
обычный 0-5;пузырек(айверсон-2);200;95486
обычный 0-5;сортировка выбором;200;59099
обычный 0-5;сортировка простыми вставками;200;37391
обычный 0-5;сортировка бинарными вставками;200;40078
обычный 0-5;сортировка подсчетом;200;24588
обычный 0-5;цифровая сортировка;200;5079
обычный 0-5;сортировка слиянием;200;23647
обычный 0-5;быстрая сортировка;200;12860
обычный 0-5;пирамидальная сортировка;200;17622
обычный 0-5;сортировка Шелла(посл.Шелла);200;8474
обычный 0-5;пузырек(обычный);250;251040
обычный 0-5;пузырек(айверсон-1);250;274559
обычный 0-5;пузырек(айверсон-2);250;151262
обычный 0-5;сортировка выбором;250;91856
обычный 0-5;сортировка простыми вставками;250;59269
обычный 0-5;сортировка бинарными вставками;250;61666
обычный 0-5;сортировка подсчетом;250;24972
обычный 0-5;цифровая сортировка;250;6039
обычный 0-5;сортировка слиянием;250;30403
обычный 0-5;быстрая сортировка;250;17249
обычный 0-5;пирамидальная сортировка;250;22412
обычный 0-5;сортировка Шелла(посл.Шелла);250;9577
обычный 0-5;пузырек(обычный);300;361439
обычный 0-5;пузырек(айверсон-1);300;394841
обычный 0-5;пузырек(айверсон-2);300;217765
обычный 0-5;сортировка выбором;300;131832
обычный 0-5;сортировка простыми вставками;300;84075
обычный 0-5;сортировка бинарными вставками;300;87796
обычный 0-5;сортировка подсчетом;300;25356
обычный 0-5;цифровая сортировка;300;6999
обычный 0-5;сортировка слиянием;300;37626
обычный 0-5;быстрая сортировка;300;28135
обычный 0-5;пирамидальная сортировка;300;28446
обычный 0-5;сортировка Шелла(посл.Шелла);300;13407
обычный 0-5;пузырек(обычный);100;40050
обычный 0-5;пузырек(айверсон-1);100;43922
обычный 0-5;пузырек(айверсон-2);100;22662
обычный 0-5;сортировка выбором;100;15150
обычный 0-5;сортировка простыми вставками;100;9867
обычный 0-5;сортировка бинарными вставками;100;11193
обычный 0-5;сортировка подсчетом;100;23820
обычный 0-5;цифровая сортировка;100;3159
обычный 0-5;сортировка слиянием;100;10563
обычный 0-5;быстрая сортировка;100;3575
обычный 0-5;пирамидальная сортировка;100;7412
обычный 0-5;сортировка Шелла(посл.Шелла);100;3585
обычный 0-5;пузырек(обычный);200;160428
обычный 0-5;пузырек(айверсон-1);200;175233
обычный 0-5;пузырек(айверсон-2);200;95486
обычный 0-5;сортировка выбором;200;59099
обычный 0-5;сортировка простыми вставками;200;37391
обычный 0-5;сортировка бинарными вставками;200;40078
обычный 0-5;сортировка подсчетом;200;24588
обычный 0-5;цифровая сортировка;200;5079
обычный 0-5;сортировка слиянием;200;23647
обычный 0-5;быстрая сортировка;200;12860
обычный 0-5;пирамидальная сортировка;200;17622
обычный 0-5;сортировка Шелла(посл.Шелла);200;8474
обычный 0-5;пузырек(обычный);300;361439
обычный 0-5;пузырек(айверсон-1);300;394841
обычный 0-5;пузырек(айверсон-2);300;217765
обычный 0-5;сортировка выбором;300;131832
обычный 0-5;сортировка простыми вставками;300;84075
обычный 0-5;сортировка бинарными вставками;300;87796
обычный 0-5;сортировка подсчетом;300;25356
обычный 0-5;цифровая сортировка;300;6999
обычный 0-5;сортировка слиянием;300;37626
обычный 0-5;быстрая сортировка;300;28135
обычный 0-5;пирамидальная сортировка;300;28446
обычный 0-5;сортировка Шелла(посл.Шелла);300;13407
обычный 0-5;пузырек(обычный);400;644682
обычный 0-5;пузырек(айверсон-1);400;707546
обычный 0-5;пузырек(айверсон-2);400;387700
обычный 0-5;сортировка выбором;400;233367
обычный 0-5;сортировка простыми вставками;400;157923
обычный 0-5;сортировка бинарными вставками;400;162625
обычный 0-5;сортировка подсчетом;400;26124
обычный 0-5;цифровая сортировка;400;8919
обычный 0-5;сортировка слиянием;400;52301
обычный 0-5;быстрая сортировка;400;43410
обычный 0-5;пирамидальная сортировка;400;39312
обычный 0-5;сортировка Шелла(посл.Шелла);400;18582
обычный 0-5;пузырек(обычный);500;1008659
обычный 0-5;пузырек(айверсон-1);500;1108854
обычный 0-5;пузырек(айверсон-2);500;610591
обычный 0-5;сортировка выбором;500;363740
обычный 0-5;сортировка простыми вставками;500;251442
обычный 0-5;сортировка бинарными вставками;500;251544
обычный 0-5;сортировка подсчетом;500;26892
обычный 0-5;цифровая сортировка;500;10839
обычный 0-5;сортировка слиянием;500;67039
обычный 0-5;быстрая сортировка;500;68861
обычный 0-5;пирамидальная сортировка;500;50837
обычный 0-5;сортировка Шелла(посл.Шелла);500;22112
обычный 0-5;пузырек(обычный);600;1451861
обычный 0-5;пузырек(айверсон-1);600;1594237
обычный 0-5;пузырек(айверсон-2);600;877835
обычный 0-5;сортировка выбором;600;522877
обычный 0-5;сортировка простыми вставками;600;357085
обычный 0-5;сортировка бинарными вставками;600;352900
обычный 0-5;сортировка подсчетом;600;27660
обычный 0-5;цифровая сортировка;600;12759
обычный 0-5;сортировка слиянием;600;82745
обычный 0-5;быстрая сортировка;600;85621
обычный 0-5;пирамидальная сортировка;600;62717
обычный 0-5;сортировка Шелла(посл.Шелла);600;29664
обычный 0-5;пузырек(обычный);700;1977811
обычный 0-5;пузырек(айверсон-1);700;2174261
обычный 0-5;пузырек(айверсон-2);700;1204252
обычный 0-5;сортировка выбором;700;710841
обычный 0-5;сортировка простыми вставками;700;492464
обычный 0-5;сортировка бинарными вставками;700;481281
обычный 0-5;сортировка подсчетом;700;28428
обычный 0-5;цифровая сортировка;700;14679
обычный 0-5;сортировка слиянием;700;98630
обычный 0-5;быстрая сортировка;700;123742
обычный 0-5;пирамидальная сортировка;700;74470
обычный 0-5;сортировка Шелла(посл.Шелла);700;34240
обычный 0-5;пузырек(обычный);800;2583063
обычный 0-5;пузырек(айверсон-1);800;2838594
обычный 0-5;пузырек(айверсон-2);800;1574168
обычный 0-5;сортировка выбором;800;927584
обычный 0-5;сортировка простыми вставками;800;640357
обычный 0-5;сортировка бинарными вставками;800;620778
обычный 0-5;сортировка подсчетом;800;29196
обычный 0-5;цифровая сортировка;800;16599
обычный 0-5;сортировка слиянием;800;114581
обычный 0-5;быстрая сортировка;800;150322
обычный 0-5;пирамидальная сортировка;800;88149
обычный 0-5;сортировка Шелла(посл.Шелла);800;42069
обычный 0-5;пузырек(обычный);900;3263642
обычный 0-5;пузырек(айверсон-1);900;3575308
обычный 0-5;пузырек(айверсон-2);900;1977288
обычный 0-5;сортировка выбором;900;1173109
обычный 0-5;сортировка простыми вставками;900;780887
обычный 0-5;сортировка бинарными вставками;900;757897
обычный 0-5;сортировка подсчетом;900;29964
обычный 0-5;цифровая сортировка;900;18518
обычный 0-5;сортировка слиянием;900;130476
обычный 0-5;быстрая сортировка;900;214304
обычный 0-5;пирамидальная сортировка;900;100560
обычный 0-5;сортировка Шелла(посл.Шелла);900;49784
обычный 0-5;пузырек(обычный);1000;4034129
обычный 0-5;пузырек(айверсон-1);1000;4428144
обычный 0-5;пузырек(айверсон-2);1000;2454389
обычный 0-5;сортировка выбором;1000;1447454
обычный 0-5;сортировка простыми вставками;1000;986951
обычный 0-5;сортировка бинарными вставками;1000;948064
обычный 0-5;сортировка подсчетом;1000;30732
обычный 0-5;цифровая сортировка;1000;20438
обычный 0-5;сортировка слиянием;1000;146489
обычный 0-5;быстрая сортировка;1000;274056
обычный 0-5;пирамидальная сортировка;1000;112999
обычный 0-5;сортировка Шелла(посл.Шелла);1000;51687
обычный 0-5;пузырек(обычный);1100;4870413
обычный 0-5;пузырек(айверсон-1);1100;5324771
обычный 0-5;пузырек(айверсон-2);1100;2925832
обычный 0-5;сортировка выбором;1100;1750551
обычный 0-5;сортировка простыми вставками;1100;1138002
обычный 0-5;сортировка бинарными вставками;1100;1100881
обычный 0-5;сортировка подсчетом;1100;31500
обычный 0-5;цифровая сортировка;1100;22358
обычный 0-5;сортировка слиянием;1100;163241
обычный 0-5;быстрая сортировка;1100;286488
обычный 0-5;пирамидальная сортировка;1100;126352
обычный 0-5;сортировка Шелла(посл.Шелла);1100;59729
обычный 0-5;пузырек(обычный);1200;5825726
обычный 0-5;пузырек(айверсон-1);1200;6424887
обычный 0-5;пузырек(айверсон-2);1200;3590452
обычный 0-5;сортировка выбором;1200;2082521
обычный 0-5;сортировка простыми вставками;1200;1500200
обычный 0-5;сортировка бинарными вставками;1200;1437449
обычный 0-5;сортировка подсчетом;1200;32268
обычный 0-5;цифровая сортировка;1200;24277
обычный 0-5;сортировка слиянием;1200;180400
обычный 0-5;быстрая сортировка;1200;374274
обычный 0-5;пирамидальная сортировка;1200;139520
обычный 0-5;сортировка Шелла(посл.Шелла);1200;66986
обычный 0-5;пузырек(обычный);1300;6832785
обычный 0-5;пузырек(айверсон-1);1300;7526640
обычный 0-5;пузырек(айверсон-2);1300;4194783
обычный 0-5;сортировка выбором;1300;2443279
обычный 0-5;сортировка простыми вставками;1300;1737128
обычный 0-5;сортировка бинарными вставками;1300;1661596
обычный 0-5;сортировка подсчетом;1300;33036
обычный 0-5;цифровая сортировка;1300;26197
обычный 0-5;сортировка слиянием;1300;197568
обычный 0-5;быстрая сортировка;1300;423974
обычный 0-5;пирамидальная сортировка;1300;152994
обычный 0-5;сортировка Шелла(посл.Шелла);1300;71992
обычный 0-5;пузырек(обычный);1400;7913328
обычный 0-5;пузырек(айверсон-1);1400;8695244
обычный 0-5;пузырек(айверсон-2);1400;4796347
обычный 0-5;сортировка выбором;1400;2832816
обычный 0-5;сортировка простыми вставками;1400;1957472
обычный 0-5;сортировка бинарными вставками;1400;1871562
обычный 0-5;сортировка подсчетом;1400;33804
обычный 0-5;цифровая сортировка;1400;28118
обычный 0-5;сортировка слиянием;1400;214545
обычный 0-5;быстрая сортировка;1400;525855
обычный 0-5;пирамидальная сортировка;1400;164097
обычный 0-5;сортировка Шелла(посл.Шелла);1400;76857
обычный 0-5;пузырек(обычный);1500;9087407
обычный 0-5;пузырек(айверсон-1);1500;9990857
обычный 0-5;пузырек(айверсон-2);1500;5516887
обычный 0-5;сортировка выбором;1500;3251152
обычный 0-5;сортировка простыми вставками;1500;2261499
обычный 0-5;сортировка бинарными вставками;1500;2160368
обычный 0-5;сортировка подсчетом;1500;34572
обычный 0-5;цифровая сортировка;1500;30038
обычный 0-5;сортировка слиянием;1500;231661
обычный 0-5;быстрая сортировка;1500;550728
обычный 0-5;пирамидальная сортировка;1500;177350
обычный 0-5;сортировка Шелла(посл.Шелла);1500;81355
обычный 0-5;пузырек(обычный);1600;10339881
обычный 0-5;пузырек(айверсон-1);1600;11368056
обычный 0-5;пузырек(айверсон-2);1600;6288926
обычный 0-5;сортировка выбором;1600;3698326
обычный 0-5;сортировка простыми вставками;1600;2573504
обычный 0-5;сортировка бинарными вставками;1600;2543256
обычный 0-5;сортировка подсчетом;1600;35340
обычный 0-5;цифровая сортировка;1600;31960
обычный 0-5;сортировка слиянием;1600;248882
обычный 0-5;быстрая сортировка;1600;579477
обычный 0-5;пирамидальная сортировка;1600;194422
обычный 0-5;сортировка Шелла(посл.Шелла);1600;99652
обычный 0-5;пузырек(обычный);1700;11683064
обычный 0-5;пузырек(айверсон-1);1700;12863782
обычный 0-5;пузырек(айверсон-2);1700;7155081
обычный 0-5;сортировка выбором;1700;4174250
обычный 0-5;сортировка простыми вставками;1700;2955051
обычный 0-5;сортировка бинарными вставками;1700;2759175
обычный 0-5;сортировка подсчетом;1700;36108
обычный 0-5;цифровая сортировка;1700;33878
обычный 0-5;сортировка слиянием;1700;266094
обычный 0-5;быстрая сортировка;1700;718255
обычный 0-5;пирамидальная сортировка;1700;205173
обычный 0-5;сортировка Шелла(посл.Шелла);1700;96500
обычный 0-5;пузырек(обычный);1800;13095188
обычный 0-5;пузырек(айверсон-1);1800;14412728
обычный 0-5;пузырек(айверсон-2);1800;8017596
обычный 0-5;сортировка выбором;1800;4679068
обычный 0-5;сортировка простыми вставками;1800;3297301
обычный 0-5;сортировка бинарными вставками;1800;3078718
обычный 0-5;сортировка подсчетом;1800;36876
обычный 0-5;цифровая сортировка;1800;35798
обычный 0-5;сортировка слиянием;1800;283327
обычный 0-5;быстрая сортировка;1800;816480
обычный 0-5;пирамидальная сортировка;1800;220459
обычный 0-5;сортировка Шелла(посл.Шелла);1800;105181
обычный 0-5;пузырек(обычный);1900;14599593
обычный 0-5;пузырек(айверсон-1);1900;16084920
обычный 0-5;пузырек(айверсон-2);1900;8982653
обычный 0-5;сортировка выбором;1900;5212625
обычный 0-5;сортировка простыми вставками;1900;3716960
обычный 0-5;сортировка бинарными вставками;1900;3649144
обычный 0-5;сортировка подсчетом;1900;37644
обычный 0-5;цифровая сортировка;1900;37718
обычный 0-5;сортировка слиянием;1900;300531
обычный 0-5;быстрая сортировка;1900;925257
обычный 0-5;пирамидальная сортировка;1900;236459
обычный 0-5;сортировка Шелла(посл.Шелла);1900;103081
обычный 0-5;пузырек(обычный);2000;16186762
обычный 0-5;пузырек(айверсон-1);2000;17851803
обычный 0-5;пузырек(айверсон-2);2000;9950690
обычный 0-5;сортировка выбором;2000;5774922
обычный 0-5;сортировка простыми вставками;2000;4166437
обычный 0-5;сортировка бинарными вставками;2000;4071261
обычный 0-5;сортировка подсчетом;2000;38412
обычный 0-5;цифровая сортировка;2000;39638
обычный 0-5;сортировка слиянием;2000;317663
обычный 0-5;быстрая сортировка;2000;1016141
обычный 0-5;пирамидальная сортировка;2000;246164
обычный 0-5;сортировка Шелла(посл.Шелла);2000;112811
обычный 0-5;пузырек(обычный);2100;17786816
обычный 0-5;пузырек(айверсон-1);2100;19503742
обычный 0-5;пузырек(айверсон-2);2100;10772584
обычный 0-5;сортировка выбором;2100;6366129
обычный 0-5;сортировка простыми вставками;2100;4296339
обычный 0-5;сортировка бинарными вставками;2100;4208974
обычный 0-5;сортировка подсчетом;2100;39180
обычный 0-5;цифровая сортировка;2100;41557
обычный 0-5;сортировка слиянием;2100;335495
обычный 0-5;быстрая сортировка;2100;1123183
обычный 0-5;пирамидальная сортировка;2100;260506
обычный 0-5;сортировка Шелла(посл.Шелла);2100;124699
обычный 0-5;пузырек(обычный);2200;19577619
обычный 0-5;пузырек(айверсон-1);2200;21574327
обычный 0-5;пузырек(айверсон-2);2200;12005514
обычный 0-5;сортировка выбором;2200;6986034
обычный 0-5;сортировка простыми вставками;2200;4995987
обычный 0-5;сортировка бинарными вставками;2200;4624891
обычный 0-5;сортировка подсчетом;2200;39948
обычный 0-5;цифровая сортировка;2200;43478
обычный 0-5;сортировка слиянием;2200;353827
обычный 0-5;быстрая сортировка;2200;1106684
обычный 0-5;пирамидальная сортировка;2200;274771
обычный 0-5;сортировка Шелла(посл.Шелла);2200;133663
обычный 0-5;пузырек(обычный);2300;21387062
обычный 0-5;пузырек(айверсон-1);2300;23547231
обычный 0-5;пузырек(айверсон-2);2300;13112545
обычный 0-5;сортировка выбором;2300;7634778
обычный 0-5;сортировка простыми вставками;2300;5404832
обычный 0-5;сортировка бинарными вставками;2300;5350929
обычный 0-5;сортировка подсчетом;2300;40716
обычный 0-5;цифровая сортировка;2300;45399
обычный 0-5;сортировка слиянием;2300;372061
обычный 0-5;быстрая сортировка;2300;1316778
обычный 0-5;пирамидальная сортировка;2300;290577
обычный 0-5;сортировка Шелла(посл.Шелла);2300;136479
обычный 0-5;пузырек(обычный);2400;23254574
обычный 0-5;пузырек(айверсон-1);2400;25540743
обычный 0-5;пузырек(айверсон-2);2400;14086579
обычный 0-5;сортировка выбором;2400;8312323
обычный 0-5;сортировка простыми вставками;2400;5720024
обычный 0-5;сортировка бинарными вставками;2400;5456034
обычный 0-5;сортировка подсчетом;2400;41484
обычный 0-5;цифровая сортировка;2400;47319
обычный 0-5;сортировка слиянием;2400;390419
обычный 0-5;быстрая сортировка;2400;1477920
обычный 0-5;пирамидальная сортировка;2400;302850
обычный 0-5;сортировка Шелла(посл.Шелла);2400;152854
обычный 0-5;пузырек(обычный);2500;25256277
обычный 0-5;пузырек(айверсон-1);2500;27783227
обычный 0-5;пузырек(айверсон-2);2500;15477442
обычный 0-5;сортировка выбором;2500;9018694
обычный 0-5;сортировка простыми вставками;2500;6322170
обычный 0-5;сортировка бинарными вставками;2500;6281530
обычный 0-5;сортировка подсчетом;2500;42252
обычный 0-5;цифровая сортировка;2500;49237
обычный 0-5;сортировка слиянием;2500;408947
обычный 0-5;быстрая сортировка;2500;1407708
обычный 0-5;пирамидальная сортировка;2500;319114
обычный 0-5;сортировка Шелла(посл.Шелла);2500;153880
обычный 0-5;пузырек(обычный);2600;27318523
обычный 0-5;пузырек(айверсон-1);2600;30053741
обычный 0-5;пузырек(айверсон-2);2600;16699511
обычный 0-5;сортировка выбором;2600;9753852
обычный 0-5;сортировка простыми вставками;2600;6843032
обычный 0-5;сортировка бинарными вставками;2600;6707105
обычный 0-5;сортировка подсчетом;2600;43020
обычный 0-5;цифровая сортировка;2600;51159
обычный 0-5;сортировка слиянием;2600;427317
обычный 0-5;быстрая сортировка;2600;1693260
обычный 0-5;пирамидальная сортировка;2600;333890
обычный 0-5;сортировка Шелла(посл.Шелла);2600;158767
обычный 0-5;пузырек(обычный);2700;29440128
обычный 0-5;пузырек(айверсон-1);2700;32348735
обычный 0-5;пузырек(айверсон-2);2700;17959742
обычный 0-5;сортировка выбором;2700;10517750
обычный 0-5;сортировка простыми вставками;2700;7276693
обычный 0-5;сортировка бинарными вставками;2700;6947525
обычный 0-5;сортировка подсчетом;2700;43788
обычный 0-5;цифровая сортировка;2700;53079
обычный 0-5;сортировка слиянием;2700;445483
обычный 0-5;быстрая сортировка;2700;1774975
обычный 0-5;пирамидальная сортировка;2700;348787
обычный 0-5;сортировка Шелла(посл.Шелла);2700;165530
обычный 0-5;пузырек(обычный);2800;31664181
обычный 0-5;пузырек(айверсон-1);2800;34797467
обычный 0-5;пузырек(айверсон-2);2800;19286791
обычный 0-5;сортировка выбором;2800;11310403
обычный 0-5;сортировка простыми вставками;2800;7838586
обычный 0-5;сортировка бинарными вставками;2800;7705215
обычный 0-5;сортировка подсчетом;2800;44556
обычный 0-5;цифровая сортировка;2800;54998
обычный 0-5;сортировка слиянием;2800;463825
обычный 0-5;быстрая сортировка;2800;1713826
обычный 0-5;пирамидальная сортировка;2800;362664
обычный 0-5;сортировка Шелла(посл.Шелла);2800;173152
обычный 0-5;пузырек(обычный);2900;33993851
обычный 0-5;пузырек(айверсон-1);2900;37409454
обычный 0-5;пузырек(айверсон-2);2900;20805019
обычный 0-5;сортировка выбором;2900;12132000
обычный 0-5;сортировка простыми вставками;2900;8544570
обычный 0-5;сортировка бинарными вставками;2900;8380527
обычный 0-5;сортировка подсчетом;2900;45324
обычный 0-5;цифровая сортировка;2900;56920
обычный 0-5;сортировка слиянием;2900;482167
обычный 0-5;быстрая сортировка;2900;2137392
обычный 0-5;пирамидальная сортировка;2900;378268
обычный 0-5;сортировка Шелла(посл.Шелла);2900;173413
обычный 0-5;пузырек(обычный);3000;36337031
обычный 0-5;пузырек(айверсон-1);3000;39908369
обычный 0-5;пузырек(айверсон-2);3000;22175237
обычный 0-5;сортировка выбором;3000;12982296
обычный 0-5;сортировка простыми вставками;3000;8934099
обычный 0-5;сортировка бинарными вставками;3000;8376412
обычный 0-5;сортировка подсчетом;3000;46092
обычный 0-5;цифровая сортировка;3000;58838
обычный 0-5;сортировка слиянием;3000;500642
обычный 0-5;быстрая сортировка;3000;2094469
обычный 0-5;пирамидальная сортировка;3000;395331
обычный 0-5;сортировка Шелла(посл.Шелла);3000;181875
обычный 0-5;пузырек(обычный);3100;38820338
обычный 0-5;пузырек(айверсон-1);3100;42674068
обычный 0-5;пузырек(айверсон-2);3100;23750357
обычный 0-5;сортировка выбором;3100;13861453
обычный 0-5;сортировка простыми вставками;3100;9640271
обычный 0-5;сортировка бинарными вставками;3100;9299191
обычный 0-5;сортировка подсчетом;3100;46860
обычный 0-5;цифровая сортировка;3100;60757
обычный 0-5;сортировка слиянием;3100;518900
обычный 0-5;быстрая сортировка;3100;1965075
обычный 0-5;пирамидальная сортировка;3100;408378
обычный 0-5;сортировка Шелла(посл.Шелла);3100;188757
обычный 0-5;пузырек(обычный);3200;41357616
обычный 0-5;пузырек(айверсон-1);3200;45448079
обычный 0-5;пузырек(айверсон-2);3200;25267800
обычный 0-5;сортировка выбором;3200;14769484
обычный 0-5;сортировка простыми вставками;3200;10232293
обычный 0-5;сортировка бинарными вставками;3200;10091944
обычный 0-5;сортировка подсчетом;3200;47628
обычный 0-5;цифровая сортировка;3200;62679
обычный 0-5;сортировка слиянием;3200;537440
обычный 0-5;быстрая сортировка;3200;2025155
обычный 0-5;пирамидальная сортировка;3200;423147
обычный 0-5;сортировка Шелла(посл.Шелла);3200;220694
обычный 0-5;пузырек(обычный);3300;44016206
обычный 0-5;пузырек(айверсон-1);3300;48432423
обычный 0-5;пузырек(айверсон-2);3300;26773457
обычный 0-5;сортировка выбором;3300;15706344
обычный 0-5;сортировка простыми вставками;3300;11046872
обычный 0-5;сортировка бинарными вставками;3300;10677882
обычный 0-5;сортировка подсчетом;3300;48396
обычный 0-5;цифровая сортировка;3300;64598
обычный 0-5;сортировка слиянием;3300;555923
обычный 0-5;быстрая сортировка;3300;2656649
обычный 0-5;пирамидальная сортировка;3300;430552
обычный 0-5;сортировка Шелла(посл.Шелла);3300;201961
обычный 0-5;пузырек(обычный);3400;46699520
обычный 0-5;пузырек(айверсон-1);3400;51337342
обычный 0-5;пузырек(айверсон-2);3400;28518307
обычный 0-5;сортировка выбором;3400;16671760
обычный 0-5;сортировка простыми вставками;3400;11601075
обычный 0-5;сортировка бинарными вставками;3400;11595432
обычный 0-5;сортировка подсчетом;3400;49164
обычный 0-5;цифровая сортировка;3400;66520
обычный 0-5;сортировка слиянием;3400;574461
обычный 0-5;быстрая сортировка;3400;2032462
обычный 0-5;пирамидальная сортировка;3400;452405
обычный 0-5;сортировка Шелла(посл.Шелла);3400;206797
обычный 0-5;пузырек(обычный);3500;49432394
обычный 0-5;пузырек(айверсон-1);3500;54237340
обычный 0-5;пузырек(айверсон-2);3500;30016799
обычный 0-5;сортировка выбором;3500;17666196
обычный 0-5;сортировка простыми вставками;3500;12019079
обычный 0-5;сортировка бинарными вставками;3500;11398700
обычный 0-5;сортировка подсчетом;3500;49932
обычный 0-5;цифровая сортировка;3500;68438
обычный 0-5;сортировка слиянием;3500;592943
обычный 0-5;быстрая сортировка;3500;3004043
обычный 0-5;пирамидальная сортировка;3500;465046
обычный 0-5;сортировка Шелла(посл.Шелла);3500;212113
обычный 0-5;пузырек(обычный);3600;52341833
обычный 0-5;пузырек(айверсон-1);3600;57513432
обычный 0-5;пузырек(айверсон-2);3600;31923534
обычный 0-5;сортировка выбором;3600;18689214
обычный 0-5;сортировка простыми вставками;3600;12935903
обычный 0-5;сортировка бинарными вставками;3600;12703891
обычный 0-5;сортировка подсчетом;3600;50700
обычный 0-5;цифровая сортировка;3600;70359
обычный 0-5;сортировка слиянием;3600;611170
обычный 0-5;быстрая сортировка;3600;2606045
обычный 0-5;пирамидальная сортировка;3600;482756
обычный 0-5;сортировка Шелла(посл.Шелла);3600;226783
обычный 0-5;пузырек(обычный);3700;55268800
обычный 0-5;пузырек(айверсон-1);3700;60688509
обычный 0-5;пузырек(айверсон-2);3700;33653537
обычный 0-5;сортировка выбором;3700;19741291
обычный 0-5;сортировка простыми вставками;3700;13556370
обычный 0-5;сортировка бинарными вставками;3700;12915380
обычный 0-5;сортировка подсчетом;3700;51468
обычный 0-5;цифровая сортировка;3700;72278
обычный 0-5;сортировка слиянием;3700;629625
обычный 0-5;быстрая сортировка;3700;3268860
обычный 0-5;пирамидальная сортировка;3700;495054
обычный 0-5;сортировка Шелла(посл.Шелла);3700;220343
обычный 0-5;пузырек(обычный);3800;58343489
обычный 0-5;пузырек(айверсон-1);3800;64153152
обычный 0-5;пузырек(айверсон-2);3800;35559687
обычный 0-5;сортировка выбором;3800;20821956
обычный 0-5;сортировка простыми вставками;3800;14531447
обычный 0-5;сортировка бинарными вставками;3800;13529392
обычный 0-5;сортировка подсчетом;3800;52236
обычный 0-5;цифровая сортировка;3800;74198
обычный 0-5;сортировка слиянием;3800;647911
обычный 0-5;быстрая сортировка;3800;3329523
обычный 0-5;пирамидальная сортировка;3800;508192
обычный 0-5;сортировка Шелла(посл.Шелла);3800;230016
обычный 0-5;пузырек(обычный);3900;61472852
обычный 0-5;пузырек(айверсон-1);3900;67628216
обычный 0-5;пузырек(айверсон-2);3900;37635679
обычный 0-5;сортировка выбором;3900;21931509
обычный 0-5;сортировка простыми вставками;3900;15395893
обычный 0-5;сортировка бинарными вставками;3900;15290606
обычный 0-5;сортировка подсчетом;3900;53004
обычный 0-5;цифровая сортировка;3900;76118
обычный 0-5;сортировка слиянием;3900;666635
обычный 0-5;быстрая сортировка;3900;3528028
обычный 0-5;пирамидальная сортировка;3900;524866
обычный 0-5;сортировка Шелла(посл.Шелла);3900;233674
обычный 0-5;пузырек(обычный);4000;64658197
обычный 0-5;пузырек(айверсон-1);4000;71117628
обычный 0-5;пузырек(айверсон-2);4000;39463640
обычный 0-5;сортировка выбором;4000;23069909
обычный 0-5;сортировка простыми вставками;4000;16156251
обычный 0-5;сортировка бинарными вставками;4000;15563332
обычный 0-5;сортировка подсчетом;4000;53772
обычный 0-5;цифровая сортировка;4000;78038
обычный 0-5;сортировка слиянием;4000;684997
обычный 0-5;быстрая сортировка;4000;3975566
обычный 0-5;пирамидальная сортировка;4000;534851
обычный 0-5;сортировка Шелла(посл.Шелла);4000;256050
обычный 0-5;пузырек(обычный);4100;67876500
обычный 0-5;пузырек(айверсон-1);4100;74552313
обычный 0-5;пузырек(айверсон-2);4100;41322084
обычный 0-5;сортировка выбором;4100;24237054
обычный 0-5;сортировка простыми вставками;4100;16697399
обычный 0-5;сортировка бинарными вставками;4100;15753101
обычный 0-5;сортировка подсчетом;4100;54540
обычный 0-5;цифровая сортировка;4100;79959
обычный 0-5;сортировка слиянием;4100;703667
обычный 0-5;быстрая сортировка;4100;4033521
